Liste de régions : crdo-NRU_F4_HOUSEBUILDING2_transcr.wav

Nom                                Début           Fin      Longueur
-------------------------- ------------- ------------- -------------
                            00:06:18,067  00:06:24,255  00:00:06,188
                            00:06:24,255  00:06:30,348  00:00:06,092
                            00:06:30,348  00:06:33,761  00:00:03,413
                            00:06:33,761  00:06:35,548  00:00:01,787
                            00:06:35,548  00:06:39,234  00:00:03,685
                            00:06:39,408  00:06:41,804  00:00:02,396
                            00:06:41,804  00:06:45,827  00:00:04,023
                            00:06:45,827  00:06:49,635  00:00:03,808
                            00:06:49,635  00:06:53,605  00:00:03,971
                            00:06:53,605  00:06:56,113  00:00:02,507
                            00:06:56,113  00:07:00,171  00:00:04,058
                            00:07:00,171  00:07:07,363  00:00:07,192
                            00:07:07,363  00:07:12,890  00:00:05,526
                            00:07:12,890  00:07:18,996  00:00:06,107
                            00:07:18,996  00:07:26,682  00:00:07,686
                            00:07:26,682  00:07:30,873  00:00:04,191
                            00:07:30,873  00:07:37,025  00:00:06,152
                            00:07:37,025  00:07:45,836  00:00:08,811
                            00:07:45,836  00:07:51,391  00:00:05,555
                            00:07:51,391  00:08:03,300  00:00:11,909
                            00:08:03,300  00:08:08,168  00:00:04,867
                            00:08:08,168  00:08:13,871  00:00:05,703
                            00:08:13,871  00:08:20,204  00:00:06,333
                            00:08:20,204  00:08:23,506  00:00:03,302
                            00:08:23,506  00:08:29,475  00:00:05,969
                            00:08:29,475  00:08:35,701  00:00:06,226
                            00:08:35,701  00:08:37,886  00:00:02,186
                            00:08:37,886  00:08:39,964  00:00:02,078
                            00:08:40,690  00:08:41,730  00:00:01,039
                            00:08:41,730  00:08:45,735  00:00:04,005
                            00:08:45,735  00:08:47,807  00:00:02,072
                            00:08:48,951  00:08:51,923  00:00:02,972
                            00:08:51,923  00:08:54,036  00:00:02,113
                            00:08:54,036  00:08:57,354  00:00:03,318
                            00:08:57,354  00:09:04,305  00:00:06,951
                            00:09:04,305  00:09:08,686  00:00:04,381
                            00:09:08,686  00:09:14,284  00:00:05,597
                            00:09:14,284  00:09:16,809  00:00:02,525
                            00:09:16,809  00:09:29,051  00:00:12,243
                            00:09:29,051  00:09:35,277  00:00:06,226
                            00:09:35,277  00:09:40,290  00:00:05,013
                            00:09:40,290  00:09:46,072  00:00:05,782
                            00:09:46,466  00:09:50,507  00:00:04,040
                            00:09:50,507  00:09:53,711  00:00:03,204
                            00:09:53,711  00:10:00,143  00:00:06,432
                            00:10:00,143  00:10:01,571  00:00:01,428
                            00:10:01,571  00:10:04,726  00:00:03,155
                            00:10:04,726  00:10:14,359  00:00:09,633
                            00:10:14,359  00:10:19,883  00:00:05,523
                            00:10:19,883  00:10:25,174  00:00:05,291
                            00:10:25,174  00:10:31,501  00:00:06,327
                            00:10:31,501  00:10:47,070  00:00:15,569
                            00:10:47,070  00:10:57,072  00:00:10,001
                            00:10:57,072  00:11:01,201  00:00:04,129
                            00:11:01,201  00:11:04,323  00:00:03,122
                            00:11:04,323  00:11:07,456  00:00:03,133
                            00:11:07,456  00:11:15,004  00:00:07,548
                            00:11:15,004  00:11:19,671  00:00:04,667
                            00:11:19,671  00:11:23,485  00:00:03,814
                            00:11:23,485  00:11:28,936  00:00:05,451
                            00:11:28,936  00:11:34,335  00:00:05,399
                            00:11:34,335  00:11:38,755  00:00:04,420
                            00:11:38,755  00:11:43,286  00:00:04,531
                            00:11:43,286  00:11:45,741  00:00:02,456
                            00:11:45,741  00:11:54,641  00:00:08,899
                            00:11:55,080  00:11:55,488  00:00:00,408
                            00:11:55,488  00:12:02,112  00:00:06,623
                            00:12:02,112  00:12:07,859  00:00:05,747
                            00:12:07,859  00:12:11,690  00:00:03,831
                            00:12:11,690  00:12:18,882  00:00:07,192
                            00:12:18,882  00:12:25,169  00:00:06,287
                            00:12:25,169  00:12:28,449  00:00:03,280
                            00:12:29,575  00:12:35,740  00:00:06,165
                            00:12:35,740  00:12:38,909  00:00:03,170
                            00:12:38,909  00:12:41,475  00:00:02,566
                            00:12:41,475  00:12:45,051  00:00:03,576
                            00:12:45,051  00:12:47,478  00:00:02,426
                            00:12:48,174  00:12:54,676  00:00:06,502
                            00:12:54,676  00:12:59,204  00:00:04,528
                            00:12:59,204  00:13:07,174  00:00:07,970
                            00:13:07,174  00:13:09,281  00:00:02,107
                            00:13:09,281  00:13:14,662  00:00:05,381
                            00:13:14,662  00:13:16,469  00:00:01,807
                            00:13:17,292  00:13:20,479  00:00:03,187
                            00:13:20,479  00:13:22,760  00:00:02,281
                            00:13:22,760  00:13:26,818  00:00:04,058
                            00:13:26,818  00:13:31,987  00:00:05,169
                            00:13:32,211  00:13:42,474  00:00:10,263
                            00:13:42,474  00:13:44,773  00:00:02,299
                            00:13:44,773  00:13:48,116  00:00:03,344
                            00:13:48,116  00:13:48,630  00:00:00,514
                            00:13:48,630  00:13:50,450  00:00:01,820
                            00:13:50,450  00:13:54,734  00:00:04,284
                            00:13:54,995  00:13:57,851  00:00:02,856
                            00:13:57,851  00:14:01,886  00:00:04,034
                            00:14:01,886  00:14:05,549  00:00:03,663
                            00:14:05,549  00:14:10,872  00:00:05,323
                            00:14:10,872  00:14:19,150  00:00:08,278
                            00:14:19,516  00:14:23,660  00:00:04,145
                            00:14:23,852  00:14:31,479  00:00:07,627
                            00:14:31,700  00:14:33,349  00:00:01,649
                            00:14:33,848  00:14:37,552  00:00:03,704
                            00:14:37,552  00:14:40,196  00:00:02,644
                            00:14:40,161  00:14:43,248  00:00:03,087
                            00:14:43,289  00:14:47,686  00:00:04,397
                            00:14:47,686  00:14:49,928  00:00:02,242
                            00:14:49,928  00:14:51,607  00:00:01,679
                            00:14:51,607  00:14:55,269  00:00:03,661
                            00:14:55,269  00:15:03,227  00:00:07,959
                            00:15:03,227  00:15:09,514  00:00:06,287
                            00:15:09,514  00:15:16,097  00:00:06,583
                            00:15:16,097  00:15:21,693  00:00:05,596
                            00:15:21,693  00:15:29,364  00:00:07,671
                            00:15:29,364  00:15:35,998  00:00:06,634
                            00:15:35,998  00:15:43,821  00:00:07,824
                            00:15:43,821  00:15:49,568  00:00:05,747
                            00:15:50,191  00:15:52,377  00:00:02,186
                            00:15:52,377  00:15:55,890  00:00:03,513
                            00:15:55,890  00:15:59,922  00:00:04,032
                            00:16:00,479  00:16:04,241  00:00:03,762
                            00:16:04,241  00:16:07,419  00:00:03,178
                            00:16:07,941  00:16:16,649  00:00:08,707
                            00:16:16,649  00:16:20,637  00:00:03,988
                            00:16:20,637  00:16:24,694  00:00:04,058
                            00:16:24,694  00:16:25,078  00:00:00,383
                            00:16:25,078  00:16:27,777  00:00:02,699
                            00:16:27,777  00:16:38,870  00:00:11,093
                            00:16:38,870  00:16:44,269  00:00:05,399
                            00:16:44,269  00:16:47,839  00:00:03,570
                            00:16:47,839  00:16:58,607  00:00:10,768
                            00:16:58,607  00:17:02,137  00:00:03,529
                            00:17:02,137  00:17:03,852  00:00:01,715
                            00:17:03,852  00:17:06,029  00:00:02,177
                            00:17:06,029  00:17:09,338  00:00:03,309
                            00:17:09,338  00:17:12,052  00:00:02,714
                            00:17:12,052  00:17:14,374  00:00:02,322
                            00:17:14,374  00:17:16,521  00:00:02,148
                            00:17:16,521  00:17:19,377  00:00:02,856
                            00:17:19,377  00:17:23,400  00:00:04,023
                            00:17:23,400  00:17:30,836  00:00:07,436
                            00:17:30,836  00:17:34,912  00:00:04,075
                            00:17:34,912  00:17:37,611  00:00:02,699
                            00:17:37,611  00:17:40,780  00:00:03,170
                            00:17:40,780  00:17:45,970  00:00:05,190
                            00:17:45,970  00:17:55,357  00:00:09,387
                            00:17:55,357  00:17:59,258  00:00:03,901
                            00:17:59,258  00:18:02,874  00:00:03,617
                            00:18:02,874  00:18:05,736  00:00:02,862
                            00:18:05,736  00:18:09,332  00:00:03,596
                            00:18:09,332  00:18:16,185  00:00:06,853
                            00:18:18,136  00:18:21,732  00:00:03,596
                            00:18:21,854  00:18:24,292  00:00:02,438
                            00:18:24,292  00:18:26,347  00:00:02,055
                            00:18:26,347  00:18:33,600  00:00:07,253
                            00:18:33,600  00:18:44,641  00:00:11,041
                            00:18:44,641  00:18:46,307  00:00:01,666
                            00:18:46,307  00:18:52,468  00:00:06,161
                            00:18:52,468  00:18:55,247  00:00:02,779
                            00:18:55,247  00:18:59,577  00:00:04,331
                            00:18:59,577  00:19:06,787  00:00:07,210
                            00:19:06,787  00:19:20,115  00:00:13,328
                            00:19:20,115  00:19:23,527  00:00:03,412
                            00:19:23,947  00:19:29,276  00:00:05,329
                            00:19:29,276  00:19:30,309  00:00:01,033
                            00:19:30,309  00:19:34,756  00:00:04,446
                            00:19:34,756  00:19:37,902  00:00:03,146
                            00:19:37,902  00:19:42,478  00:00:04,577
                            00:19:42,478  00:19:44,248  00:00:01,770
                            00:19:44,248  00:19:50,905  00:00:06,657
                            00:19:51,300  00:19:52,690  00:00:01,390
                            00:19:52,747  00:19:56,230  00:00:03,483
                            00:19:56,230  00:20:03,708  00:00:07,478
                            00:20:03,708  00:20:05,554  00:00:01,846
                            00:20:05,743  00:20:08,343  00:00:02,601
                            00:20:08,343  00:20:11,420  00:00:03,077
                            00:20:11,420  00:20:12,864  00:00:01,444
                            00:20:13,022  00:20:15,164  00:00:02,142
                            00:20:15,164  00:20:19,352  00:00:04,188
                            00:20:19,553  00:20:23,645  00:00:04,093
                            00:20:23,645  00:20:32,655  00:00:09,009
                            00:20:32,655  00:20:35,998  00:00:03,344
                            00:20:35,998  00:20:40,108  00:00:04,110
                            00:20:40,108  00:20:47,933  00:00:07,825
                            00:20:47,933  00:20:54,934  00:00:07,001
                            00:20:54,934  00:20:58,672  00:00:03,738
                            00:20:58,672  00:21:06,741  00:00:08,069
                            00:21:06,741  00:21:09,249  00:00:02,508
                            00:21:09,644  00:21:17,585  00:00:07,941
                            00:21:17,585  00:21:23,971  00:00:06,385
                            00:21:23,971  00:21:30,170  00:00:06,200
                            00:21:30,170  00:21:33,398  00:00:03,228
                            00:21:33,398  00:21:38,947  00:00:05,550
                            00:21:38,947  00:21:43,197  00:00:04,249
                            00:21:43,197  00:21:51,312  00:00:08,115
                            00:21:51,312  00:21:54,331  00:00:03,019
                            00:21:54,331  00:21:58,586  00:00:04,255
                            00:21:58,975  00:22:01,511  00:00:02,537
                            00:22:01,511  00:22:05,633  00:00:04,122
                            00:22:05,801  00:22:07,935  00:00:02,133
                            00:22:07,935  00:22:11,522  00:00:03,587
                            00:22:11,522  00:22:16,587  00:00:05,065
                            00:22:16,587  00:22:21,324  00:00:04,737
                            00:22:21,324  00:22:26,595  00:00:05,271
                            00:22:26,595  00:22:31,819  00:00:05,224
                            00:22:31,819  00:22:33,480  00:00:01,660
                            00:22:33,480  00:22:38,676  00:00:05,197
                            00:22:38,676  00:22:45,113  00:00:06,436
                            00:22:45,113  00:22:49,199  00:00:04,087
                            00:22:49,304  00:22:51,394  00:00:02,090
                            00:22:51,394  00:22:52,456  00:00:01,062
                            00:22:52,456  00:23:00,705  00:00:08,249
                            00:23:00,705  00:23:04,525  00:00:03,820
                            00:23:04,525  00:23:15,371  00:00:10,847
                            00:23:15,371  00:23:20,233  00:00:04,862
                            00:23:20,233  00:23:28,000  00:00:07,767
                            00:23:28,000  00:23:32,147  00:00:04,147
                            00:23:32,147  00:23:33,460  00:00:01,313
                            00:23:33,460  00:23:40,469  00:00:07,010
                            00:23:40,748  00:23:46,530  00:00:05,782
                            00:23:46,947  00:23:50,500  00:00:03,553
                            00:23:50,814  00:23:51,998  00:00:01,184
                            00:23:52,276  00:24:00,827  00:00:08,551
                            00:24:01,402  00:24:07,027  00:00:05,625
                            00:24:07,027  00:24:15,926  00:00:08,899
                            00:24:16,588  00:24:22,927  00:00:06,339
                            00:24:23,240  00:24:37,033  00:00:13,793
                            00:24:37,033  00:24:45,775  00:00:08,742
                            00:24:46,216  00:24:53,626  00:00:07,410
                            00:24:53,626  00:24:54,996  00:00:01,370
                            00:24:55,272  00:24:57,443  00:00:02,171
                            00:24:57,443  00:25:02,859  00:00:05,416
                            00:25:02,859  00:25:09,013  00:00:06,153
                            00:25:09,013  00:25:11,515  00:00:02,502
                            00:25:11,515  00:25:13,831  00:00:02,316
                            00:25:13,831  00:25:21,267  00:00:07,436
                            00:25:21,267  00:25:28,944  00:00:07,677
                            00:25:28,944  00:25:31,565  00:00:02,621
                            00:25:31,565  00:25:34,421  00:00:02,856
                            00:25:34,421  00:25:36,990  00:00:02,569
                            00:25:36,990  00:25:41,873  00:00:04,883
                            00:25:41,873  00:25:44,568  00:00:02,695
                            00:25:44,568  00:25:49,520  00:00:04,952
                            00:25:49,520  00:25:52,492  00:00:02,972
                            00:25:52,492  00:25:56,532  00:00:04,040
                            00:25:56,532  00:26:00,137  00:00:03,605
                            00:26:00,137  00:26:05,048  00:00:04,911
                            00:26:05,211  00:26:09,715  00:00:04,505
                            00:26:09,715  00:26:12,201  00:00:02,486
                            00:26:12,201  00:26:18,748  00:00:06,547
                            00:26:18,748  00:26:21,534  00:00:02,786
                            00:26:21,534  00:26:24,454  00:00:02,920
                            00:26:24,454  00:26:28,728  00:00:04,274
                            00:26:28,728  00:26:33,583  00:00:04,854
                            00:26:33,583  00:26:39,646  00:00:06,063
                            00:26:39,646  00:26:43,175  00:00:03,529
                            00:26:43,175  00:26:44,743  00:00:01,567
                            00:26:44,743  00:26:49,549  00:00:04,807
                            00:26:49,549  00:26:52,754  00:00:03,204
                            00:26:52,754  00:26:57,467  00:00:04,714
                            00:26:57,467  00:27:00,892  00:00:03,425
                            00:27:00,892  00:27:05,989  00:00:05,097
                            00:27:05,989  00:27:07,754  00:00:01,765
                            00:27:07,754  00:27:21,777  00:00:14,023
                            00:27:21,777  00:27:27,543  00:00:05,766
                            00:27:27,543  00:27:32,968  00:00:05,425
                            00:27:32,968  00:27:35,989  00:00:03,021
                            00:27:35,989  00:27:39,164  00:00:03,175
                            00:27:39,164  00:27:43,269  00:00:04,104
                            00:27:43,269  00:27:57,183  00:00:13,915
                            00:27:57,183  00:28:00,353  00:00:03,170
                            00:28:00,353  00:28:05,960  00:00:05,608
                            00:28:05,960  00:28:10,096  00:00:04,136
                            00:28:10,096  00:28:12,270  00:00:02,174
                            00:28:12,270  00:28:19,677  00:00:07,407
                            00:28:19,677  00:28:21,146  00:00:01,469
                            00:28:21,146  00:28:24,188  00:00:03,042
                            00:28:24,234  00:28:26,533  00:00:02,299
                            00:28:27,224  00:28:32,123  00:00:04,899
                            00:28:32,402  00:28:35,766  00:00:03,364
                            00:28:35,766  00:28:39,438  00:00:03,672
                            00:28:39,438  00:28:43,616  00:00:04,178
                            00:28:43,616  00:28:49,776  00:00:06,161
                            00:28:49,776  00:28:57,584  00:00:07,808
                            00:28:57,584  00:29:03,772  00:00:06,188
                            00:29:03,772  00:29:07,014  00:00:03,242
                            00:29:07,014  00:29:10,256  00:00:03,242
                            00:29:10,256  00:29:15,133  00:00:04,876
                            00:29:15,133  00:29:20,514  00:00:05,381
                            00:29:20,514  00:29:29,686  00:00:09,172
                            00:29:29,686  00:29:36,489  00:00:06,803
                            00:29:36,489  00:29:44,477  00:00:07,988
                            00:29:44,477  00:29:48,169  00:00:03,692
                            00:29:48,169  00:29:53,515  00:00:05,346
                            00:29:53,515  00:29:55,953  00:00:02,438
