Liste de régions : Tone_Peoples_1_F4_2006.wav

Nom                                Début           Fin      Longueur
d7+d1_s_couverture lisu_mettant en valeur les tons des deux dernières syllabes  00:23:14,192  00:23:16,642  00:00:02,449
d7+d1_s_couverture lisu_deux dernières syllabes  00:00:14,024  00:00:14,413  00:00:00,388
d7+d1_s_couverture lisu_deux dernières syllabes  00:00:21,733  00:00:22,453  00:00:00,719
d7+d1_s_couverture lisu_deux dernières syllabes_mettant en valeur les tons  00:22:50,333  00:22:53,073  00:00:02,739
d7+d2a_s_gencives de rat     00:25:03,500  00:25:05,032  00:00:01,532
d7+d2a_s_gencives de rat)    00:24:56,773  00:24:58,113  00:00:01,339
d7+d2a_s_feutre lisu         00:12:19,635  00:12:26,067  00:00:06,431
d7+d2b_s_bande molletière lisu  00:24:34,312  00:24:35,938  00:00:01,625
d7+d2b_s_bande molletière lisu  00:05:54,520  00:05:55,774  00:00:01,253
d7+d2b_s_bande molletière lisu  00:06:23,325  00:06:24,660  00:00:01,335
d7+d2b_s_bande molletière lisu  00:24:23,248  00:24:24,688  00:00:01,439
d7+d2b_s_bande molletière lisu  00:25:01,096  00:25:02,606  00:00:01,509
d7+d2b_s_bande molletière lisu_détachant les syllabes  00:24:41,673  00:24:43,507  00:00:01,834
d7+d2b_s_bande molletière lisu_détachant les syllabes  00:06:01,904  00:06:08,719  00:00:06,815
d7+d2b_s_bande molletière lisu_détachant les syllabes  00:06:14,884  00:06:16,370  00:00:01,486
d7+d2b_s_bande molletière lisu_deux dernières syllabes  00:05:58,421  00:05:59,211  00:00:00,789
d7+d2b_s_bande molletière lisu_deux dernières syllabes_faisant ressortir les tons  00:24:44,645  00:24:45,435  00:00:00,789
d7+d2b_s_tuile lisu         00:14:29,513  00:14:30,859  00:00:01,346
d7+d2b_s_tuile lisu         00:15:20,063  00:15:21,432  00:00:01,369
d7+d2b_s_tuile lisu)        00:15:16,881  00:15:17,967  00:00:01,085
d7+d2b_s_tuile lisu_deux dernières syllabes  00:14:33,054  00:14:34,041  00:00:00,986
d7+d3_s_coeur lisu          00:18:04,831  00:18:06,968  00:00:02,136
d7+d3_s_couteau lisu        00:09:04,384  00:09:05,586  00:00:01,201
d7+d3_s_couteau lisu        00:09:55,787  00:09:56,809  00:00:01,021
d7+d3_s_couteau lisu        00:27:33,167  00:27:33,965  00:00:00,798
d7+d3_s_couteau lisu        00:28:08,104  00:28:10,032  00:00:01,927
d7+d3_s_couteau lisu        00:28:27,714  00:28:29,374  00:00:01,660
d7+d3_s_couteau lisu)       00:27:35,777  00:27:36,630  00:00:00,852
d7+d3_s_couteau lisu)       00:27:52,199  00:27:58,422  00:00:06,222
d7+d3_s_couteau lisu_avec une pause entre chaque syllabe, extrêmement clair  00:09:18,391  00:09:22,757  00:00:04,365
d7+d3_s_couteau lisu_détachant les syllabes  00:09:13,074  00:09:14,717  00:00:01,642
d7+d3_s_couteau lisu_détachant les syllabes  00:10:00,797  00:10:02,196  00:00:01,399
d7+d3_s_couteau lisu_détachant les syllabes  00:10:08,233  00:10:09,742  00:00:01,509
d7+d3_s_couteau lisu_détachant les syllabes_très clair  00:27:47,276  00:27:48,971  00:00:01,695
d7+d3_s_couteau lisu_deux dernières syllabes)  00:27:37,756  00:27:40,264  00:00:02,507
d7+d3_s_vêtement lisu       00:03:01,115  00:03:04,424  00:00:03,308
d7+d3_s_vêtement lisu)      00:03:22,152  00:03:22,866  00:00:00,714
d7+d3_s_vêtement lisu_détachant les trois niveaux tonals: M, H, LL  00:03:12,133  00:03:13,352  00:00:01,219
d7+d4_a_ambre lisu         00:01:29,431  00:01:30,940  00:00:01,509
d7+d4_a_ambre lisu         00:01:42,536  00:01:43,504  00:00:00,967
d7+d4_a_ambre lisu_trois dernières syllabes)  00:01:35,561  00:01:39,033  00:00:03,471
d7+d4_s_ambre lisu         00:25:59,599  00:26:01,178  00:00:01,578
d7+d4_s_ambre lisu)        00:01:46,787  00:01:47,467  00:00:00,680
d7+d4_s_ambre lisu_tons corrects, confusion des fricatives  00:26:02,223  00:26:03,639  00:00:01,416
d7+d4_s_ambre lisu_erreur_réalisation ML de la tête  00:01:32,264  00:01:34,331  00:00:02,066
d7+d4_s_sanctuaire lisu     00:28:44,525  00:28:45,837  00:00:01,311
d7+d4_s_sanctuaire lisu_détachant les syllabes  00:29:00,477  00:29:02,300  00:00:01,822
d7+d4_s_sanctuaire lisu_détachant les syllabes)  00:28:56,228  00:28:57,969  00:00:01,741
d7+d4_s_sanctuaire lisu_deux dernières syllabes_hyper-articulé  00:28:47,927  00:28:48,606  00:00:00,679
d7+d4_s_sanctuaire lisu_deux dernières syllabes_hyper-articulé)  00:28:52,803  00:28:55,032  00:00:02,229
d7+d4_a_oreille de rat      00:19:37,370  00:19:38,972  00:00:01,602
d7+d4_a_oreille de rat      00:20:05,710  00:20:11,071  00:00:05,360
d7+d4_a_oreille de rat      00:20:30,439  00:20:32,085  00:00:01,645
d7+d4_a_oreille de rat_articulé avec soin)  00:20:12,773  00:20:14,252  00:00:01,478
d7+d4_a_oreille de rat_débit rapide  00:20:24,190  00:20:25,052  00:00:00,862
d7+d4_a_oreille de rat_débit rapide)  00:19:30,787  00:19:31,569  00:00:00,782
d7+d4_a_oreille de rat_dernière syllabe)  00:20:37,008  00:20:37,203  00:00:00,195
d7+d4_a_oreille de rat_détachant les syllabes_syll. 3, 4 et 5)  00:20:17,665  00:20:21,613  00:00:03,947
d7+d4_a_oreille de rat_deux dernières syllabes  00:20:34,616  00:20:35,637  00:00:01,021
d7+d4_a_oreille de rat_deux dernières syllabes  00:20:38,134  00:20:39,004  00:00:00,870
d7+d4_a_oreille de rat_trois dernières syllabes_détachant chaque syllabe)  00:20:56,860  00:20:59,043  00:00:02,182
d7+d4_s_oreille de rat      00:19:16,968  00:19:18,083  00:00:01,114
d7+d4_s_oreille de rat      00:19:19,917  00:19:21,752  00:00:01,834
d7+d4_s_oreille de rat)     00:19:21,844  00:19:27,440  00:00:05,596
d7+d4_s_oreille de rat_ama souligne que c'est "mieux" que la forme analytique)  00:19:42,975  00:20:01,551  00:00:18,575
