Liste de régions : crdo-NRU_F4_MUSHROOMS.wav

Nom                                Début           Fin      Longueur
-------------------------- ------------- ------------- -------------
1                           00:00:00,958  00:00:06,409  00:00:05,451
                            00:00:06,844  00:00:11,111  00:00:04,267
                            00:00:11,947  00:00:20,288  00:00:08,342
                            00:00:20,968  00:00:24,224  00:00:03,257
                            00:00:24,468  00:00:29,309  00:00:04,841
                            00:00:29,693  00:00:33,593  00:00:03,901
                            00:00:34,273  00:00:44,373  00:00:10,101
                            00:00:44,791  00:00:51,897  00:00:07,105
                            00:00:52,645  00:00:55,745  00:00:03,100
                            00:00:56,094  00:00:59,977  00:00:03,884
                            00:00:59,977  00:01:03,373  00:00:03,396
                            00:01:03,774  00:01:23,505  00:00:19,731
                            00:01:23,836  00:01:27,911  00:00:04,075
                            00:01:27,911  00:01:35,956  00:00:08,046
                            00:01:36,670  00:01:45,691  00:00:09,021
                            00:01:46,005  00:01:53,215  00:00:07,210
                            00:01:53,563  00:02:06,467  00:00:12,904
                            00:02:06,467  00:02:10,734  00:00:04,267
                            00:02:11,135  00:02:17,213  00:00:06,078
                            00:02:17,543  00:02:26,303  00:00:08,760
                            00:02:26,582  00:02:34,767  00:00:08,185
                            00:02:35,063  00:02:39,800  00:00:04,737
                            00:02:40,496  00:02:47,393  00:00:06,896
                            00:02:47,811  00:02:52,095  00:00:04,284
                            00:02:52,408  00:02:58,085  00:00:05,677
                            00:02:58,347  00:03:06,061  00:00:07,715
                            00:03:06,358  00:03:15,767  00:00:09,410
                            00:03:15,767  00:03:19,697  00:00:03,930
                            00:03:19,697  00:03:22,286  00:00:02,589
                            00:03:23,378  00:03:25,328  00:00:01,950
                            00:03:25,624  00:03:29,310  00:00:03,686
                            00:03:30,350  00:03:32,817  00:00:02,467
                            00:03:32,927  00:03:35,214  00:00:02,287
                            00:03:35,609  00:03:37,954  00:00:02,345
                            00:03:38,401  00:03:40,340  00:00:01,939
                            00:03:40,949  00:03:42,238  00:00:01,289
                            00:03:42,366  00:03:45,448  00:00:03,082
                            00:03:45,907  00:03:48,328  00:00:02,421
                            00:03:48,705  00:03:51,306  00:00:02,601
                            00:03:52,054  00:03:58,655  00:00:06,600
                            00:03:58,707  00:04:05,600  00:00:06,893
                            00:04:05,731  00:04:10,275  00:00:04,544
                            00:04:10,327  00:04:12,687  00:00:02,360
                            00:04:13,035  00:04:21,039  00:00:08,004
                            00:04:22,142  00:04:30,234  00:00:08,092
                            00:04:30,338  00:04:38,988  00:00:08,649
                            00:04:39,481  00:04:45,199  00:00:05,718
                            00:04:45,199  00:04:46,424  00:00:01,225
                            00:04:47,147  00:04:53,538  00:00:06,391
                            00:04:54,121  00:04:58,510  00:00:04,389
                            00:04:59,198  00:05:03,508  00:00:04,310
                            00:05:04,179  00:05:09,368  00:00:05,190
                            00:05:09,551  00:05:11,815  00:00:02,264
                            00:05:11,815  00:05:18,488  00:00:06,673
                            00:05:18,488  00:05:21,937  00:00:03,449
                            00:05:21,937  00:05:25,669  00:00:03,732
                            00:05:25,921  00:05:27,872  00:00:01,950
                            00:05:28,298  00:05:31,416  00:00:03,117
                            00:05:31,416  00:05:36,640  00:00:05,224
                            00:05:36,640  00:05:39,580  00:00:02,940
                            00:05:39,580  00:05:44,038  00:00:04,458
                            00:05:44,038  00:05:48,520  00:00:04,481
                            00:05:48,520  00:05:52,461  00:00:03,942
                            00:05:52,461  00:06:02,109  00:00:09,648
                            00:06:03,067  00:06:07,038  00:00:03,971
                            00:06:07,038  00:06:13,412  00:00:06,374
                            00:06:13,412  00:06:16,446  00:00:03,035
                            00:06:16,446  00:06:17,731  00:00:01,284
                            00:06:17,731  00:06:22,398  00:00:04,667
                            00:06:22,851  00:06:26,363  00:00:03,512
                            00:06:26,363  00:06:28,754  00:00:02,392
                            00:06:28,754  00:06:31,140  00:00:02,386
                            00:06:31,140  00:06:44,406  00:00:13,266
                            00:06:44,406  00:06:55,927  00:00:11,521
                            00:06:56,264  00:07:02,963  00:00:06,699
                            00:07:02,963  00:07:05,633  00:00:02,670
